Recipe_ID,Recipe_Name,Meal_Type,Cuisine,Diet,Ingredients,Preparation,Prep_Time_Min
R00271,Indian Eggs Tomato/Tamatar Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00272,Indian Eggs Onion/Pyaz Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00273,Indian Eggs Cucumber/Kheera Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00274,Indian Eggs Broccoli Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00275,Indian Eggs Mushroom Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00276,Indian Eggs Corn Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00277,Indian Eggs Methi Leaves Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00278,Indian Chicken Breast Potato/Aloo Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00279,Indian Chicken Breast Carrot/Gajar Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00280,Indian Chicken Breast Green Peas Fresh Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00281,Indian Chicken Breast Spinach/Palak Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00282,Indian Chicken Breast Cauliflower/Gobhi Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00283,Indian Chicken Breast Okra/Bhindi Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00284,Indian Chicken Breast Brinjal/Baingan Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00285,Indian Chicken Breast Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00286,Indian Chicken Breast Tomato/Tamatar Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00287,Indian Chicken Breast Onion/Pyaz Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00288,Indian Chicken Breast Cucumber/Kheera Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00289,Indian Chicken Breast Broccoli Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00290,Indian Chicken Breast Mushroom Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00291,Indian Chicken Breast Corn Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00292,Indian Chicken Breast Methi Leaves Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00293,Indian Rohu Fish Potato/Aloo Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00294,Indian Rohu Fish Carrot/Gajar Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00295,Indian Rohu Fish Green Peas Fresh Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00296,Indian Rohu Fish Spinach/Palak Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00297,Indian Rohu Fish Cauliflower/Gobhi Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00298,Indian Rohu Fish Okra/Bhindi Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00299,Indian Rohu Fish Brinjal/Baingan Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00300,Indian Rohu Fish Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00301,Indian Rohu Fish Tomato/Tamatar Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00302,Indian Rohu Fish Onion/Pyaz Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00303,Indian Rohu Fish Cucumber/Kheera Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00304,Indian Rohu Fish Broccoli Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00305,Indian Rohu Fish Mushroom Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00306,Indian Rohu Fish Corn Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00307,Indian Rohu Fish Methi Leaves Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00308,Indian Prawns Potato/Aloo Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00309,Indian Prawns Carrot/Gajar Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00310,Indian Prawns Green Peas Fresh Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00311,Indian Prawns Spinach/Palak Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00312,Indian Prawns Cauliflower/Gobhi Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00313,Indian Prawns Okra/Bhindi Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00314,Indian Prawns Brinjal/Baingan Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00315,Indian Prawns Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00316,Indian Prawns Tomato/Tamatar Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00317,Indian Prawns Onion/Pyaz Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00318,Indian Prawns Cucumber/Kheera Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00319,Indian Prawns Broccoli Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00320,Indian Prawns Mushroom Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00321,Indian Prawns Corn Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00322,Indian Prawns Methi Leaves Paratha,Breakfast,North Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00323,Indian Toor Dal Potato/Aloo Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00324,Indian Toor Dal Carrot/Gajar Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00325,Indian Toor Dal Green Peas Fresh Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00326,Indian Toor Dal Spinach/Palak Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00327,Indian Toor Dal Cauliflower/Gobhi Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00328,Indian Toor Dal Okra/Bhindi Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00329,Indian Toor Dal Brinjal/Baingan Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00330,Indian Toor Dal Capsicum/Bell Pepper Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00331,Indian Toor Dal Tomato/Tamatar Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00332,Indian Toor Dal Onion/Pyaz Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00333,Indian Toor Dal Cucumber/Kheera Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00334,Indian Toor Dal Broccoli Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00335,Indian Toor Dal Mushroom Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00336,Indian Toor Dal Corn Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00337,Indian Toor Dal Methi Leaves Chilla,Breakfast,Indian,Vegan,Besan | Toor Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00338,Indian Moong Dal Potato/Aloo Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00339,Indian Moong Dal Carrot/Gajar Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00340,Indian Moong Dal Green Peas Fresh Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00341,Indian Moong Dal Spinach/Palak Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00342,Indian Moong Dal Cauliflower/Gobhi Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00343,Indian Moong Dal Okra/Bhindi Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00344,Indian Moong Dal Brinjal/Baingan Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00345,Indian Moong Dal Capsicum/Bell Pepper Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00346,Indian Moong Dal Tomato/Tamatar Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00347,Indian Moong Dal Onion/Pyaz Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00348,Indian Moong Dal Cucumber/Kheera Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00349,Indian Moong Dal Broccoli Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00350,Indian Moong Dal Mushroom Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00351,Indian Moong Dal Corn Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00352,Indian Moong Dal Methi Leaves Chilla,Breakfast,Indian,Vegan,Besan | Moong Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00353,Indian Masoor Dal Potato/Aloo Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00354,Indian Masoor Dal Carrot/Gajar Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00355,Indian Masoor Dal Green Peas Fresh Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00356,Indian Masoor Dal Spinach/Palak Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00357,Indian Masoor Dal Cauliflower/Gobhi Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00358,Indian Masoor Dal Okra/Bhindi Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00359,Indian Masoor Dal Brinjal/Baingan Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00360,Indian Masoor Dal Capsicum/Bell Pepper Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00361,Indian Masoor Dal Tomato/Tamatar Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00362,Indian Masoor Dal Onion/Pyaz Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00363,Indian Masoor Dal Cucumber/Kheera Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00364,Indian Masoor Dal Broccoli Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00365,Indian Masoor Dal Mushroom Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00366,Indian Masoor Dal Corn Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00367,Indian Masoor Dal Methi Leaves Chilla,Breakfast,Indian,Vegan,Besan | Masoor Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00368,Indian Chana Dal Potato/Aloo Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00369,Indian Chana Dal Carrot/Gajar Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00370,Indian Chana Dal Green Peas Fresh Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00371,Indian Chana Dal Spinach/Palak Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00372,Indian Chana Dal Cauliflower/Gobhi Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00373,Indian Chana Dal Okra/Bhindi Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00374,Indian Chana Dal Brinjal/Baingan Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00375,Indian Chana Dal Capsicum/Bell Pepper Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00376,Indian Chana Dal Tomato/Tamatar Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00377,Indian Chana Dal Onion/Pyaz Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00378,Indian Chana Dal Cucumber/Kheera Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00379,Indian Chana Dal Broccoli Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00380,Indian Chana Dal Mushroom Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00381,Indian Chana Dal Corn Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00382,Indian Chana Dal Methi Leaves Chilla,Breakfast,Indian,Vegan,Besan | Chana Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00383,Indian Rajma Potato/Aloo Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00384,Indian Rajma Carrot/Gajar Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00385,Indian Rajma Green Peas Fresh Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00386,Indian Rajma Spinach/Palak Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00387,Indian Rajma Cauliflower/Gobhi Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00388,Indian Rajma Okra/Bhindi Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00389,Indian Rajma Brinjal/Baingan Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00390,Indian Rajma Capsicum/Bell Pepper Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00391,Indian Rajma Tomato/Tamatar Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00392,Indian Rajma Onion/Pyaz Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00393,Indian Rajma Cucumber/Kheera Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00394,Indian Rajma Broccoli Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00395,Indian Rajma Mushroom Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00396,Indian Rajma Corn Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00397,Indian Rajma Methi Leaves Chilla,Breakfast,Indian,Vegan,Besan | Rajma | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00398,Indian Chickpeas/Kabuli Chana Potato/Aloo Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00399,Indian Chickpeas/Kabuli Chana Carrot/Gajar Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00400,Indian Chickpeas/Kabuli Chana Green Peas Fresh Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00401,Indian Chickpeas/Kabuli Chana Spinach/Palak Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00402,Indian Chickpeas/Kabuli Chana Cauliflower/Gobhi Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00403,Indian Chickpeas/Kabuli Chana Okra/Bhindi Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00404,Indian Chickpeas/Kabuli Chana Brinjal/Baingan Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00405,Indian Chickpeas/Kabuli Chana Capsicum/Bell Pepper Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00406,Indian Chickpeas/Kabuli Chana Tomato/Tamatar Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00407,Indian Chickpeas/Kabuli Chana Onion/Pyaz Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00408,Indian Chickpeas/Kabuli Chana Cucumber/Kheera Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00409,Indian Chickpeas/Kabuli Chana Broccoli Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00410,Indian Chickpeas/Kabuli Chana Mushroom Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00411,Indian Chickpeas/Kabuli Chana Corn Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00412,Indian Chickpeas/Kabuli Chana Methi Leaves Chilla,Breakfast,Indian,Vegan,Besan | Chickpeas/Kabuli Chana | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00413,Indian Lobia Potato/Aloo Chilla,Breakfast,Indian,Vegan,Besan | Lobia | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00414,Indian Lobia Carrot/Gajar Chilla,Breakfast,Indian,Vegan,Besan | Lobia | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00415,Indian Lobia Green Peas Fresh Chilla,Breakfast,Indian,Vegan,Besan | Lobia | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00416,Indian Lobia Spinach/Palak Chilla,Breakfast,Indian,Vegan,Besan | Lobia | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00417,Indian Lobia Cauliflower/Gobhi Chilla,Breakfast,Indian,Vegan,Besan | Lobia | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00418,Indian Lobia Okra/Bhindi Chilla,Breakfast,Indian,Vegan,Besan | Lobia | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
